id,order_id,product_id,variant_id,sku,title,variant_title,product_type,vendor,quantity,price,total_discount,tax_lines,properties,requires_shipping,taxable,gift_card,variant_cost,fulfillment_status,fulfillment_service,grams
li6554930252,5004508,prod1375,var9630305683,nike-air-force-1-x-red-d,Red Dragon x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,138.99,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li8374848388,5004508,prod1235,var4995446657,nike-air-force-1-x-joker,Joker x Batman x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,192.11,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li7879553164,5004509,prod1036,var6618351537,nike-air-force-1-x-argen,Argentina F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,156.33,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li3666414509,5004510,prod1142,var7158293887,nike-air-force-1-x-mclar,McLaren F1 x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,136.86,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li3819242859,5004511,prod1269,var2119621017,nike-air-force-1-mid-x-p,Nike Air Force 1 Mid x Pastels Bling Swoosh,,Nike Air force 1,Knickgasm,1,235.23,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li8921019627,5004511,prod1287,var5137953026,copy-of-nike-air-force-1,Cartooned Sketch x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,144.34,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li1527304637,5004511,prod1064,var3524810181,nike-air-force-1-x-royal,Royal Flush x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,170.40,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li8553315448,5004512,prod1425,var3828158761,converse-dream-chaser,Dream Chaser x Converse,,Converse,Knickgasm,2,103.50,2.6,[],[],True,True,False,3.2,fulfilled,manual,200
li1892691551,5004512,prod1417,var6886235627,nike-air-force-1-x-paste,Pastel Candy x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,136.86,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li9544196958,5004512,prod1197,var7649596531,nike-air-force-1-x-starr,Starry Night x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.25,3.2,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li1081882878,5004513,prod1337,var3707823053,nike-air-force-1-x-justi,Nike Air Force 1 x Justin Mylo,,Nike Air force 1,Knickgasm,1,176.41,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li5025751768,5004513,prod1279,var6874286198,nike-air-force-1-x-nissa,Nissan GT-R 35 x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,156.49,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li3678818962,5004513,prod1360,var4241496937,nike-air-force-1-x-lion,Lion x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li1436675780,5004514,prod1311,var7961569129,nike-air-force-1-x-beer-,Nike Air Force 1 x Beer Cafe,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li6916610808,5004514,prod1003,var3990129010,manchester-united-f-c-x-,Manchester United F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,167.76,3.0,[],[],True,True,False,3.8,fulfilled,manual,200
li7508941837,5004515,prod1036,var2314316567,nike-air-force-1-x-argen,Argentina F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,156.33,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li8772319385,5004516,prod1316,var4794063827,nike-air-force-1-x-virat,Nike Air Force 1 x Virat Kohli,,Nike Air force 1,Knickgasm,1,179.62,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li2652894862,5004517,prod1315,var9089383571,nike-air-force-1-x-narut,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,187.11,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li8117849984,5004518,prod1002,var5029537674,gtr-x-nike-air-force-1,Nissan Skyline GT-R R34 x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,155.79,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li8398691744,5004518,prod1272,var5948763712,nike-air-force-1-x-zenit,Zenitsu x Demon Slayer x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li5024112924,5004519,prod1319,var1172053497,pop-smoke-denim-jacket,Pop Smoke Denim Jacket,,Denim Jackets,Knickgasm,1,64.35,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li9964059967,5004519,prod1251,var8428012578,nike-air-force-1-x-taylo,Taylor’s Version x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,184.73,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li7101250436,5004520,prod1298,var2011880799,nike-air-force-1-x-paste,Nike Air Force 1 x Sweet Candy,,Nike Air force 1,Knickgasm,2,148.57,8.0,[],[],True,True,False,9.8,fulfilled,manual,200
li5729866311,5004521,prod1283,var7224541433,nike-air-force-1-x-misma,Nike Air Force 1 x Mismatched,,Nike Air force 1,Knickgasm,1,153.97,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li2954045451,5004522,prod1055,var7761124986,nike-air-force-1-x-taylo,Taylor Swift Eras Tour x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,166.97,1.7,[],[],True,True,False,4.1,fulfilled,manual,200
li2851631103,5004522,prod1368,var4690331464,converse-x-naruto-1,Converse x Kakashi x Obito,,Converse,Knickgasm,1,115.26,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li4039690663,5004523,prod1215,var7521222986,nike-air-force-1-x-blue-,Blue Sapphire Dragon x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,157.83,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li8819484855,5004523,prod1257,var1721791871,nike-court-vision-x-coff,Coffee (Rope Laces) x Nike Court Vision,,Nike Court Vision,Knickgasm,2,112.00,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li2656284482,5004524,prod1363,var7731319794,converse-x-naruto-2,Converse x Naruto,,Converse,Knickgasm,2,127.03,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li1191621544,5004525,prod1263,var5788415207,nike-air-force-1-x-spide,Spiderman x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,156.48,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li5273642143,5004525,prod1293,var8830998036,nike-air-force-1-x-spong,Nike Air Force 1 x Sponge Bob,,Nike Air force 1,Knickgasm,1,148.57,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li9553326260,5004525,prod1005,var5858279205,spiderman-x-nike-air-for,Spiderman x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.28,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li9558579340,5004526,prod1129,var1906508403,nike-air-force-1-x-luffy,Luffy x Zoro x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,181.83,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li7465193868,5004527,prod1157,var4350921774,nike-air-force-1-x-red-c,Red Camo x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li2597071281,5004527,prod1100,var8916634346,nike-air-force-1-x-zlata,Zlatan Ibrahimović x Manchester United x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,165.73,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li5266123577,5004528,prod1334,var4207112159,nike-court-vision-x-luff,Luffy x Zoro x Nike Court Vision,,Nike Court Vision,Knickgasm,1,118.97,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li3690545889,5004528,prod1269,var6107661347,nike-air-force-1-mid-x-p,Nike Air Force 1 Mid x Pastels Bling Swoosh,,Nike Air force 1,Knickgasm,2,235.23,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li4441814664,5004528,prod1427,var2488159998,nike-court-vision-x-cart,Cartoon x Nike Court Vision,,Nike Court Vision,Knickgasm,2,122.15,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li4961099551,5004529,prod1320,var1941858628,travis-scott-denim-jacke,Travis Scott Denim Jacket,,Denim Jackets,Knickgasm,1,64.35,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li7003283093,5004530,prod1415,var5525365642,nike-air-force-1-x-juice,Juice WRLD x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,144.34,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li9795738824,5004530,prod1201,var1591776324,nike-air-force-1-x-ksi-x,Nike Air Force 1 x KSI X Logan Paul x Mr Beast,,Nike Air force 1,Knickgasm,1,201.02,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li6230772812,5004531,prod1287,var8002560821,copy-of-nike-air-force-1,Cartooned Sketch x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,144.34,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li6903942689,5004531,prod1406,var4885004228,converse-x-demon-slayer,Tanjiro x Demon Slayer x Converse,,Converse,Knickgasm,1,115.26,1.4,[],[],True,True,False,3.3,fulfilled,manual,200
li3920423704,5004532,prod1170,var4713344081,nike-air-force-1-x-crist,Nike Air Force 1 x Cristiono Ronaldo CR7,,Nike Air force 1,Knickgasm,2,168.71,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li9144645413,5004532,prod1128,var6780855681,nike-air-force-1-x-samay,Samay Raina Still Alive x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,158.25,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li4446635773,5004532,prod1190,var4243071621,phillipp-plein-chunky-go,Phillipp Plein Chunky Godzilla Sneaker X Color Wave Custom,,Phillipp Plein Chunky Godzilla,Knickgasm,1,1109.79,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li2198629251,5004533,prod1309,var7297688032,nike-air-force-1-x-nissa,Nike Air Force 1 x Nissan Skyline R34 GT-R,,Nike Air force 1,Knickgasm,1,153.97,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li1934784918,5004534,prod1160,var3025611520,nike-air-force-1-x-obsid,Obsidian Rosé Shimmer x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,232.05,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li4745435754,5004535,prod1249,var6541757826,nike-air-force-1-x-levi-,Nike Air Force 1 x Levi x Ackerman Attack On Titan,,Nike Air force 1,Knickgasm,2,158.25,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li3994072637,5004535,prod1019,var5030897772,explorer-x-nike-air-forc,Explorer x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,167.31,1.5,[],[],True,True,False,3.8,fulfilled,manual,200
li5060751389,5004535,prod1366,var2876623451,nike-air-force-1-x-cherr,Cherry Blossom x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li8251141129,5004536,prod1175,var4834715864,adidas-sambas-x-sunrise,Sunrise x Adidas Sambas,,Adidas,Knickgasm,2,203.43,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li4190864896,5004537,prod1363,var7889485557,converse-x-naruto-2,Converse x Naruto,,Converse,Knickgasm,1,127.03,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li2365148887,5004537,prod1154,var7709995062,nike-air-force-1-x-red-v,Red Venom x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,115.47,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li7865381712,5004537,prod1048,var1352219454,nike-air-force-1-x-arsen,Arsenal F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.97,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li9824511138,5004538,prod1013,var1379354228,france-f-c-x-nike-air-fo,France F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,182.70,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li1704103297,5004538,prod1052,var5971372301,nike-air-force-1-x-dofla,Doflamingo x One Piece x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,192.11,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li5212790470,5004538,prod1041,var7565010224,nike-air-force-1-x-paris,Paris Saint-Germain F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.21,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3861889265,5004539,prod1237,var3776938367,nike-air-force-1-x-demon,Kanroji × Iguro (Demon Slayer) x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,158.25,1.4,[],[],True,True,False,3.3,fulfilled,manual,200
li9097871667,5004539,prod1433,var8156498447,nike-air-force1-x-naruto,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li7721357332,5004540,prod1163,var4605441882,nike-air-force-1-x-doggo,Rambo (Customisable with any name) x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.25,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li6904390399,5004541,prod1105,var8903856350,nike-air-force-1-x-patch,Patch Swoosh x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,115.47,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li7655275095,5004542,prod1206,var1660236826,nike-air-force-1-x-blue-,Nike Air Force 1 x Blue Pastel Butterfly,,Nike Air force 1,Knickgasm,2,147.54,3.4,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.1,fulfilled,manual,200
li8240553242,5004542,prod1313,var2450228304,nike-air-force-1-x-demon,Demon Slayer x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,158.25,1.5,[],[],True,True,False,3.8,fulfilled,manual,200
li9253975477,5004543,prod1190,var5998541407,phillipp-plein-chunky-go,Phillipp Plein Chunky Godzilla Sneaker X Color Wave Custom,,Phillipp Plein Chunky Godzilla,Knickgasm,2,1109.79,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li8541000861,5004544,prod1136,var6112410528,nike-air-force-1-x-sukun,Sukuna x Gojo x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,179.62,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li7057869771,5004544,prod1395,var5890886418,nike-air-force-1-x-break,Nike Air Force 1 x Breaking Bad,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li5822787667,5004544,prod1135,var9703624784,nike-air-force1-x-valora,Valorant x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,146.53,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.6,fulfilled,manual,200
li4623840484,5004545,prod1335,var8224046633,nike-air-force-1-x-one-p,Luffy x Zoro x One piece x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,179.62,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li6027412522,5004546,prod1068,var9390767823,nike-air-jordan-1-lows-x,Golf x Nike Air Jordan 1 Lows,,Nike Air Jordan,Knickgasm,2,193.26,3.6,[],[],True,True,False,4.3,fulfilled,manual,200
li6714721188,5004547,prod1347,var2499907141,nike-air-force-1-x-simps,Simpsons x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.25,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li5172307592,5004548,prod1215,var1054492599,nike-air-force-1-x-blue-,Blue Sapphire Dragon x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.83,3.4,[],[],True,True,False,4.1,fulfilled,manual,200
li5235812348,5004548,prod1274,var6049553732,nike-air-force-1-x-levi-,Nike Air Force 1 x Levi x Titan ( attack on titan ),,Nike Air force 1,Knickgasm,1,201.02,4.0,[],[],True,True,False,9.8,fulfilled,manual,200
li3604067923,5004549,prod1314,var5567028988,nike-air-force-1-x-demon,Zenitsu x Demon Slayer x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.2,fulfilled,manual,200
li9185598853,5004550,prod1320,var4482071826,travis-scott-denim-jacke,Travis Scott Denim Jacket,,Denim Jackets,Knickgasm,2,64.35,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li2930937078,5004550,prod1394,var8493094141,nike-air-force-1-x-harry,Nike Air Force 1 x Harry Potter,,Nike Air force 1,Knickgasm,2,149.47,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li9749876779,5004551,prod1407,var4376185891,nike-court-vision-x-past,Nike Court Vision x Blue,,Nike Court Vision,Knickgasm,1,123.29,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li1165997646,5004552,prod1076,var5439202795,nike-air-force-1-x-blue-,Blue Comic x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li6573104977,5004553,prod1425,var5598355881,converse-dream-chaser,Dream Chaser x Converse,,Converse,Knickgasm,2,103.50,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li5304119500,5004553,prod1064,var5462457033,nike-air-force-1-x-royal,Royal Flush x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,170.40,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.9,fulfilled,manual,200
li2942161648,5004553,prod1307,var3022545513,nike-air-jordan-lows-x-o,One Piece x Nike Air Jordan 1 Lows,,Nike Air Jordan,Knickgasm,2,226.29,3.0,[],[],True,True,False,3.6,fulfilled,manual,200
li2907651848,5004554,prod1284,var5465140496,nike-air-jordan-lows-x-b,Nike Air Jordan Lows 1 x Bleach,,Nike Air Jordan,Knickgasm,1,204.69,1.8,[],[],True,True,False,4.3,fulfilled,manual,200
li6562691307,5004554,prod1308,var3398480637,nike-air-force-1-coffee-,Coffee Dip x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,136.11,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li8372479961,5004555,prod1309,var5813058545,nike-air-force-1-x-nissa,Nike Air Force 1 x Nissan Skyline R34 GT-R,,Nike Air force 1,Knickgasm,2,153.97,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li4266267811,5004556,prod1231,var6506677286,nike-air-force-1-x-levi-,Nike Air Force 1 x Levi (Attack on Titan),,Nike Air force 1,Knickgasm,1,179.62,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
li3414683091,5004557,prod1135,var3152006362,nike-air-force1-x-valora,Valorant x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,146.53,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li4395280113,5004557,prod1229,var8125515738,nike-air-force-1-x-tanji,Nike Air Force 1 x Tanjiro x Zenitsu Demon Slayer Kimetsu No Yaiba,,Nike Air force 1,Knickgasm,2,168.94,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li9954075685,5004558,prod1411,var8094712209,nike-air-force-1-x-wings,Wings x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li1502108074,5004558,prod1432,var8973739834,nike-court-vision-x-cris,Cristiano Ronaldo Nike Court Vision,,Nike Court Vision,Knickgasm,2,128.08,3.0,[],[],True,True,False,3.6,fulfilled,manual,200
li5365729377,5004558,prod1309,var3253893985,nike-air-force-1-x-nissa,Nike Air Force 1 x Nissan Skyline R34 GT-R,,Nike Air force 1,Knickgasm,1,153.97,0.0,[],[],True,True,False,4.1,fulfilled,manual,200
li6381263080,5004559,prod1205,var2103509360,nike-air-force-1-x-rose,Nike Air Force 1 x Poppy Flower,,Nike Air force 1,Knickgasm,1,143.28,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li1229482090,5004560,prod1218,var7120360442,nike-air-force-1-x-doggo,Nike Air Force 1 x Dog Potrait,,Nike Air force 1,Knickgasm,2,158.25,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li5080215844,5004561,prod1092,var2024960016,nike-air-force-1-x-venom,Venom Drip x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,132.80,1.2,[],[],True,True,False,2.9,fulfilled,manual,200
li6158376707,5004562,prod1062,var1010615654,nike-air-force-1-x-narut,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,158.97,3.2,[],[],True,True,False,3.9,fulfilled,manual,200
li3273752367,5004563,prod1094,var9829737243,adidas-sambas-x-pet-dog,Doggo x Adidas Sambas,,Adidas,Knickgasm,2,203.43,2.4,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li2526555973,5004563,prod1125,var7357298450,nike-air-force-1-x-blue-,Blue Gradient Splash x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,137.93,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li1053986676,5004564,prod1277,var2250221446,nike-air-force1-x-itachi,Nike Air Force1 x Itachi x Akatsuki,,Nike Air force 1,Knickgasm,2,146.53,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li8719658077,5004564,prod1118,var3670137227,nike-air-force-1-x-paste,Pastel Purple Splash x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,137.93,1.9,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.5,fulfilled,manual,200
li7776832452,5004564,prod1109,var1283279356,nike-air-force-1-x-fire-,Fire Swoosh x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,115.47,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li1203484685,5004565,prod1098,var4498995581,nike-air-force-1-x-adam-,Smart Money x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,207.03,2.4,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,2.9,fulfilled,manual,200
li8450940020,5004566,prod1414,var4027274713,nike-air-force-1-x-alien,Alien x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,144.34,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li2669556631,5004567,prod1209,var9886336845,nike-air-force-1-x-carto,Nike Air Force 1 x Cartooned,,Nike Air force 1,Knickgasm,1,136.86,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li6925396287,5004567,prod1324,var3323637666,nike-air-force-1-black-x,Nike Air Force 1 x Michael Jordan,,Nike Air force 1,Knickgasm,2,211.70,3.6,[],[],True,True,False,4.3,fulfilled,manual,200
li9887658980,5004567,prod1118,var1667391239,nike-air-force-1-x-paste,Pastel Purple Splash x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,137.93,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li5120220700,5004568,prod1007,var6063886539,cr7-x-nike-air-force-1,CR7 x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.28,2.8,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li7402147883,5004568,prod1225,var7144063530,converse-x-tanjiro-demon,Tanjiro Demon Slayer x Converse,,Converse,Knickgasm,1,138.79,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.8,fulfilled,manual,200
li2396722830,5004569,prod1055,var6803572327,nike-air-force-1-x-taylo,Taylor Swift Eras Tour x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,166.97,0.0,[],[],True,True,False,3.2,fulfilled,manual,200
li8330941057,5004569,prod1321,var6476184095,nike-air-force-1-x-astro,Astro Drip x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,147.54,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li6038847988,5004569,prod1292,var1922052827,copy-chunky-rope-laces-b,Chunky Rope Laces For Sneakers,,Laces,Knickgasm,2,7.91,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li7733385046,5004570,prod1053,var8666076205,nike-air-force-1-x-1995-,1995 Toyota Supra MK4 : Brian 'O Conner x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,214.86,0.0,[],[],True,True,False,3.9,fulfilled,manual,200
li1353614191,5004570,prod1160,var9432764945,nike-air-force-1-x-obsid,Obsidian Rosé Shimmer x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,232.05,0.0,[],[],True,True,False,3.6,fulfilled,manual,200
li6749361323,5004571,prod1142,var2051548661,nike-air-force-1-x-mclar,McLaren F1 x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,136.86,0.0,[],[],True,True,False,3.3,fulfilled,manual,200
li8761010348,5004572,prod1010,var8492511329,spiderman-x-nike-air-for,Spiderman x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,167.68,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li5030226615,5004572,prod1213,var1069253976,nike-air-force-1-x-rick-,Nike Air Force 1 x Rick and Morty,,Nike Air force 1,Knickgasm,2,179.62,0.0,[],[],True,True,False,4.5,fulfilled,manual,200
li1857624947,5004573,prod1333,var4882137070,nike-air-force-1-x-sidhu,Nike Air Force 1 x Sidhu Moose wala,,Nike Air force 1,Knickgasm,2,222.39,0.0,[],[],True,True,False,9.8,fulfilled,manual,200
li5763620392,5004573,prod1368,var9158581253,converse-x-naruto-1,Converse x Kakashi x Obito,,Converse,Knickgasm,1,115.26,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li4381588944,5004574,prod1007,var6613115494,cr7-x-nike-air-force-1,CR7 x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,157.28,3.2,[],[],True,True,False,3.9,fulfilled,manual,200
li5855273745,5004574,prod1008,var6469446531,tale-of-two-cities-x-com,Tale of two cities x Comet,,Comet,Knickgasm,1,130.29,0.0,[],[],True,True,False,4.3,fulfilled,manual,200
li4951694967,5004574,prod1433,var1649978360,nike-air-force1-x-naruto,Naruto x Sasuke x Nike Air Force 1,,Nike Air force 1,Knickgasm,2,147.54,0.0,[],[],True,True,False,3.8,fulfilled,manual,200
li1717621122,5004575,prod1088,var5354418817,nike-air-force-1-x-nfl-p,NFL Philadelphia Eagles x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,221.74,0.0,[],[],True,True,False,2.9,fulfilled,manual,200
li9896358076,5004575,prod1364,var5310484595,nike-air-force-1-x-doubl,Nike Air Force 1 x Double Swoosh,,Nike Air force 1,Knickgasm,1,133.65,1.8,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,4.3,fulfilled,manual,200
li1838084123,5004575,prod1396,var4302440054,nike-court-vision-x-naru,Nike Court Vision x Naruto And Sasuke,,Nike Court Vision,Knickgasm,2,119.53,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,3.3,fulfilled,manual,200
li8781504195,5004576,prod1020,var6348564596,barcelona-f-c-x-nike-air,Barcelona F.C. x Nike Air Force 1,,Nike Air force 1,Knickgasm,1,162.63,0.0,[],"[{""name"": ""frequency"", ""value"": ""monthly""}]",True,True,False,9.8,fulfilled,manual,200
